Id,CardId,Quality,Star,AbilityAdd,Sklv,AbilityRatio,Power
104004510,104004,5,10,"{""1"":1685,""2"":1020,""3"":2070,""4"":1967,""5"":2390,""6"":1650,""7"":702,""8"":830,""9"":1926,""10"":1605}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":282,""2"":260,""3"":310,""4"":304,""5"":308,""6"":285,""7"":253,""8"":254,""9"":282,""10"":282}",1585
104005401,104005,4,1,"{""1"":46,""2"":74,""3"":37,""4"":41,""5"":32,""6"":53,""7"":70,""8"":77,""9"":46,""10"":59}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":117,""2"":123,""3"":103,""4"":97,""5"":107,""6"":105,""7"":122,""8"":110,""9"":129,""10"":118}",54
104005402,104005,4,2,"{""1"":92,""2"":148,""3"":75,""4"":82,""5"":64,""6"":105,""7"":139,""8"":154,""9"":91,""10"":118}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":117,""2"":138,""3"":103,""4"":112,""5"":107,""6"":120,""7"":122,""8"":125,""9"":129,""10"":133}",107
104005403,104005,4,3,"{""1"":138,""2"":221,""3"":112,""4"":124,""5"":97,""6"":158,""7"":209,""8"":231,""9"":137,""10"":177}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":132,""2"":153,""3"":103,""4"":112,""5"":122,""6"":135,""7"":122,""8"":125,""9"":129,""10"":148}",160
104005404,104005,4,4,"{""1"":184,""2"":295,""3"":150,""4"":165,""5"":129,""6"":210,""7"":278,""8"":308,""9"":182,""10"":236}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":132,""2"":153,""3"":118,""4"":127,""5"":122,""6"":135,""7"":137,""8"":140,""9"":144,""10"":148}",214
104005405,104005,4,5,"{""1"":230,""2"":369,""3"":187,""4"":206,""5"":161,""6"":263,""7"":348,""8"":385,""9"":228,""10"":295}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":132,""2"":153,""3"":118,""4"":142,""5"":137,""6"":150,""7"":137,""8"":155,""9"":159,""10"":148}",267
104005406,104005,4,6,"{""1"":275,""2"":443,""3"":224,""4"":247,""5"":193,""6"":315,""7"":417,""8"":462,""9"":274,""10"":354}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":147,""2"":168,""3"":133,""4"":142,""5"":137,""6"":150,""7"":152,""8"":155,""9"":159,""10"":163}",320
104005407,104005,4,7,"{""1"":321,""2"":517,""3"":262,""4"":289,""5"":225,""6"":368,""7"":487,""8"":539,""9"":319,""10"":413}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":162,""2"":168,""3"":148,""4"":142,""5"":152,""6"":150,""7"":167,""8"":155,""9"":174,""10"":163}",374
104005408,104005,4,8,"{""1"":367,""2"":590,""3"":299,""4"":330,""5"":258,""6"":420,""7"":556,""8"":616,""9"":365,""10"":472}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":162,""2"":183,""3"":148,""4"":157,""5"":152,""6"":165,""7"":167,""8"":170,""9"":174,""10"":178}",427
104005409,104005,4,9,"{""1"":413,""2"":664,""3"":337,""4"":371,""5"":290,""6"":473,""7"":626,""8"":693,""9"":410,""10"":531}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":177,""2"":198,""3"":148,""4"":157,""5"":167,""6"":180,""7"":167,""8"":170,""9"":174,""10"":193}",481
104005410,104005,4,10,"{""1"":459,""2"":738,""3"":374,""4"":412,""5"":322,""6"":525,""7"":696,""8"":770,""9"":456,""10"":590}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":177,""2"":198,""3"":163,""4"":172,""5"":167,""6"":180,""7"":182,""8"":185,""9"":189,""10"":193}",534
104005500,104005,5,0,"{""1"":505,""2"":812,""3"":411,""4"":453,""5"":354,""6"":578,""7"":765,""8"":847,""9"":502,""10"":649}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":177,""2"":198,""3"":163,""4"":172,""5"":167,""6"":195,""7"":197,""8"":200,""9"":189,""10"":193}",588
104005501,104005,5,1,"{""1"":551,""2"":886,""3"":449,""4"":495,""5"":386,""6"":630,""7"":835,""8"":924,""9"":547,""10"":708}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":197,""2"":198,""3"":183,""4"":172,""5"":187,""6"":195,""7"":217,""8"":200,""9"":209,""10"":193}",641
104005502,104005,5,2,"{""1"":643,""2"":1033,""3"":524,""4"":577,""5"":451,""6"":735,""7"":974,""8"":1078,""9"":638,""10"":826}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":197,""2"":218,""3"":183,""4"":192,""5"":187,""6"":215,""7"":217,""8"":220,""9"":209,""10"":213}",748
104005503,104005,5,3,"{""1"":734,""2"":1181,""3"":598,""4"":660,""5"":515,""6"":840,""7"":1113,""8"":1232,""9"":730,""10"":944}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":217,""2"":238,""3"":183,""4"":192,""5"":207,""6"":235,""7"":217,""8"":220,""9"":209,""10"":233}",855
104005504,104005,5,4,"{""1"":826,""2"":1328,""3"":673,""4"":742,""5"":580,""6"":945,""7"":1252,""8"":1386,""9"":821,""10"":1062}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":217,""2"":238,""3"":203,""4"":212,""5"":207,""6"":235,""7"":237,""8"":240,""9"":229,""10"":233}",962
104005505,104005,5,5,"{""1"":918,""2"":1476,""3"":748,""4"":825,""5"":644,""6"":1050,""7"":1391,""8"":1540,""9"":912,""10"":1180}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":217,""2"":238,""3"":203,""4"":232,""5"":227,""6"":255,""7"":237,""8"":260,""9"":249,""10"":233}",1068
104005506,104005,5,6,"{""1"":1010,""2"":1624,""3"":823,""4"":907,""5"":708,""6"":1155,""7"":1530,""8"":1694,""9"":1003,""10"":1298}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":237,""2"":258,""3"":223,""4"":232,""5"":227,""6"":255,""7"":257,""8"":260,""9"":249,""10"":253}",1175
104005507,104005,5,7,"{""1"":1102,""2"":1771,""3"":898,""4"":989,""5"":773,""6"":1260,""7"":1669,""8"":1848,""9"":1094,""10"":1416}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":257,""2"":258,""3"":243,""4"":232,""5"":247,""6"":255,""7"":277,""8"":260,""9"":269,""10"":253}",1282
104005508,104005,5,8,"{""1"":1193,""2"":1919,""3"":972,""4"":1072,""5"":837,""6"":1365,""7"":1808,""8"":2002,""9"":1186,""10"":1534}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":257,""2"":278,""3"":243,""4"":252,""5"":247,""6"":275,""7"":277,""8"":280,""9"":269,""10"":273}",1389
104005509,104005,5,9,"{""1"":1285,""2"":2066,""3"":1047,""4"":1154,""5"":902,""6"":1470,""7"":1947,""8"":2156,""9"":1277,""10"":1652}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":277,""2"":298,""3"":243,""4"":252,""5"":267,""6"":295,""7"":277,""8"":280,""9"":269,""10"":293}",1496
104005510,104005,5,10,"{""1"":1377,""2"":2214,""3"":1122,""4"":1237,""5"":966,""6"":1575,""7"":2087,""8"":2310,""9"":1368,""10"":1770}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":277,""2"":298,""3"":263,""4"":272,""5"":267,""6"":295,""7"":297,""8"":300,""9"":289,""10"":293}",1603
104006401,104006,4,1,"{""1"":56,""2"":39,""3"":66,""4"":64,""5"":75,""6"":54,""7"":26,""8"":34,""9"":65,""10"":55}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":122,""2"":98,""3"":130,""4"":111,""5"":126,""6"":107,""7"":100,""8"":98,""9"":124,""10"":109}",53
104006402,104006,4,2,"{""1"":112,""2"":78,""3"":132,""4"":128,""5"":150,""6"":107,""7"":51,""8"":69,""9"":131,""10"":109}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":122,""2"":113,""3"":130,""4"":126,""5"":126,""6"":122,""7"":100,""8"":113,""9"":124,""10"":124}",107
104006403,104006,4,3,"{""1"":169,""2"":118,""3"":198,""4"":191,""5"":225,""6"":161,""7"":77,""8"":103,""9"":196,""10"":164}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":137,""2"":128,""3"":130,""4"":126,""5"":141,""6"":137,""7"":100,""8"":113,""9"":124,""10"":139}",160
104006404,104006,4,4,"{""1"":225,""2"":157,""3"":265,""4"":255,""5"":300,""6"":214,""7"":102,""8"":137,""9"":262,""10"":218}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":137,""2"":128,""3"":145,""4"":141,""5"":141,""6"":137,""7"":115,""8"":128,""9"":139,""10"":139}",214
104006405,104006,4,5,"{""1"":281,""2"":196,""3"":331,""4"":319,""5"":375,""6"":268,""7"":128,""8"":172,""9"":327,""10"":273}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":137,""2"":128,""3"":145,""4"":156,""5"":156,""6"":152,""7"":115,""8"":143,""9"":154,""10"":139}",267
104006406,104006,4,6,"{""1"":337,""2"":235,""3"":397,""4"":383,""5"":450,""6"":321,""7"":153,""8"":206,""9"":392,""10"":327}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":152,""2"":143,""3"":160,""4"":156,""5"":156,""6"":152,""7"":130,""8"":143,""9"":154,""10"":154}",320
104006407,104006,4,7,"{""1"":393,""2"":274,""3"":463,""4"":447,""5"":524,""6"":375,""7"":179,""8"":240,""9"":458,""10"":382}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":167,""2"":143,""3"":175,""4"":156,""5"":171,""6"":152,""7"":145,""8"":143,""9"":169,""10"":154}",374
104006408,104006,4,8,"{""1"":449,""2"":314,""3"":529,""4"":511,""5"":599,""6"":428,""7"":204,""8"":274,""9"":523,""10"":436}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":167,""2"":158,""3"":175,""4"":171,""5"":171,""6"":167,""7"":145,""8"":158,""9"":169,""10"":169}",427
104006409,104006,4,9,"{""1"":506,""2"":353,""3"":595,""4"":574,""5"":674,""6"":482,""7"":230,""8"":309,""9"":589,""10"":491}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":182,""2"":173,""3"":175,""4"":171,""5"":186,""6"":182,""7"":145,""8"":158,""9"":169,""10"":184}",480
104006410,104006,4,10,"{""1"":562,""2"":392,""3"":661,""4"":638,""5"":749,""6"":535,""7"":255,""8"":343,""9"":654,""10"":545}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":182,""2"":173,""3"":190,""4"":186,""5"":186,""6"":182,""7"":160,""8"":173,""9"":184,""10"":184}",533
104006500,104006,5,0,"{""1"":618,""2"":431,""3"":727,""4"":702,""5"":824,""6"":589,""7"":281,""8"":377,""9"":719,""10"":600}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":182,""2"":173,""3"":205,""4"":201,""5"":201,""6"":182,""7"":160,""8"":173,""9"":184,""10"":184}",587
104006501,104006,5,1,"{""1"":674,""2"":470,""3"":794,""4"":766,""5"":899,""6"":642,""7"":306,""8"":412,""9"":785,""10"":654}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":202,""2"":173,""3"":225,""4"":201,""5"":221,""6"":182,""7"":180,""8"":173,""9"":204,""10"":184}",640
104006502,104006,5,2,"{""1"":786,""2"":549,""3"":926,""4"":894,""5"":1049,""6"":749,""7"":357,""8"":480,""9"":916,""10"":763}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":202,""2"":193,""3"":225,""4"":221,""5"":221,""6"":202,""7"":180,""8"":193,""9"":204,""10"":204}",747
104006503,104006,5,3,"{""1"":899,""2"":627,""3"":1058,""4"":1021,""5"":1199,""6"":856,""7"":408,""8"":549,""9"":1046,""10"":872}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":222,""2"":213,""3"":225,""4"":221,""5"":241,""6"":222,""7"":180,""8"":193,""9"":204,""10"":224}",854
104006504,104006,5,4,"{""1"":1011,""2"":706,""3"":1190,""4"":1149,""5"":1349,""6"":963,""7"":459,""8"":617,""9"":1177,""10"":981}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":222,""2"":213,""3"":245,""4"":241,""5"":241,""6"":222,""7"":200,""8"":213,""9"":224,""10"":224}",960
104006505,104006,5,5,"{""1"":1124,""2"":784,""3"":1323,""4"":1277,""5"":1499,""6"":1070,""7"":510,""8"":686,""9"":1308,""10"":1090}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":222,""2"":213,""3"":245,""4"":261,""5"":261,""6"":242,""7"":200,""8"":233,""9"":244,""10"":224}",1067
104006506,104006,5,6,"{""1"":1236,""2"":862,""3"":1455,""4"":1404,""5"":1648,""6"":1177,""7"":561,""8"":755,""9"":1439,""10"":1199}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":242,""2"":233,""3"":265,""4"":261,""5"":261,""6"":242,""7"":220,""8"":233,""9"":244,""10"":244}",1174
104006507,104006,5,7,"{""1"":1348,""2"":941,""3"":1587,""4"":1532,""5"":1798,""6"":1284,""7"":612,""8"":823,""9"":1570,""10"":1308}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":262,""2"":233,""3"":285,""4"":261,""5"":281,""6"":242,""7"":240,""8"":233,""9"":264,""10"":244}",1280
104006508,104006,5,8,"{""1"":1461,""2"":1019,""3"":1719,""4"":1659,""5"":1948,""6"":1391,""7"":663,""8"":892,""9"":1700,""10"":1417}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":262,""2"":253,""3"":285,""4"":281,""5"":281,""6"":262,""7"":240,""8"":253,""9"":264,""10"":264}",1387
104006509,104006,5,9,"{""1"":1573,""2"":1098,""3"":1852,""4"":1787,""5"":2098,""6"":1498,""7"":714,""8"":960,""9"":1831,""10"":1526}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":282,""2"":273,""3"":285,""4"":281,""5"":301,""6"":282,""7"":240,""8"":253,""9"":264,""10"":284}",1494
104006510,104006,5,10,"{""1"":1685,""2"":1176,""3"":1984,""4"":1915,""5"":2248,""6"":1605,""7"":765,""8"":1029,""9"":1962,""10"":1635}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":282,""2"":273,""3"":305,""4"":301,""5"":301,""6"":282,""7"":260,""8"":273,""9"":284,""10"":284}",1600
104007401,104007,4,1,"{""1"":54,""2"":64,""3"":35,""4"":43,""5"":28,""6"":47,""7"":63,""8"":77,""9"":44,""10"":62}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":135,""2"":106,""3"":93,""4"":101,""5"":100,""6"":93,""7"":112,""8"":110,""9"":125,""10"":123}",52
104007402,104007,4,2,"{""1"":108,""2"":127,""3"":70,""4"":86,""5"":55,""6"":93,""7"":126,""8"":154,""9"":88,""10"":123}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":135,""2"":121,""3"":93,""4"":116,""5"":100,""6"":108,""7"":112,""8"":125,""9"":125,""10"":138}",103
104007403,104007,4,3,"{""1"":162,""2"":191,""3"":105,""4"":129,""5"":83,""6"":140,""7"":189,""8"":231,""9"":132,""10"":185}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":150,""2"":136,""3"":93,""4"":116,""5"":115,""6"":123,""7"":112,""8"":125,""9"":125,""10"":153}",155
104007404,104007,4,4,"{""1"":216,""2"":254,""3"":140,""4"":172,""5"":111,""6"":186,""7"":252,""8"":308,""9"":176,""10"":246}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":150,""2"":136,""3"":108,""4"":131,""5"":115,""6"":123,""7"":127,""8"":140,""9"":140,""10"":153}",206
104007405,104007,4,5,"{""1"":270,""2"":318,""3"":176,""4"":215,""5"":138,""6"":233,""7"":315,""8"":385,""9"":220,""10"":308}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":150,""2"":136,""3"":108,""4"":146,""5"":130,""6"":138,""7"":127,""8"":155,""9"":155,""10"":153}",258
104007406,104007,4,6,"{""1"":324,""2"":382,""3"":211,""4"":258,""5"":166,""6"":279,""7"":378,""8"":462,""9"":264,""10"":369}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":165,""2"":151,""3"":123,""4"":146,""5"":130,""6"":138,""7"":142,""8"":155,""9"":155,""10"":168}",309
104007407,104007,4,7,"{""1"":378,""2"":445,""3"":246,""4"":300,""5"":193,""6"":326,""7"":441,""8"":539,""9"":308,""10"":431}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":180,""2"":151,""3"":138,""4"":146,""5"":145,""6"":138,""7"":157,""8"":155,""9"":170,""10"":168}",361
104007408,104007,4,8,"{""1"":432,""2"":509,""3"":281,""4"":343,""5"":221,""6"":372,""7"":504,""8"":616,""9"":352,""10"":492}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":180,""2"":166,""3"":138,""4"":161,""5"":145,""6"":153,""7"":157,""8"":170,""9"":170,""10"":183}",412
104007409,104007,4,9,"{""1"":486,""2"":572,""3"":316,""4"":386,""5"":249,""6"":419,""7"":567,""8"":693,""9"":396,""10"":554}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":195,""2"":181,""3"":138,""4"":161,""5"":160,""6"":168,""7"":157,""8"":170,""9"":170,""10"":198}",464
104007410,104007,4,10,"{""1"":540,""2"":636,""3"":351,""4"":429,""5"":276,""6"":465,""7"":631,""8"":770,""9"":440,""10"":615}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":195,""2"":181,""3"":153,""4"":176,""5"":160,""6"":168,""7"":172,""8"":185,""9"":185,""10"":198}",515
104007500,104007,5,0,"{""1"":594,""2"":700,""3"":386,""4"":472,""5"":304,""6"":512,""7"":694,""8"":847,""9"":484,""10"":677}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":195,""2"":196,""3"":153,""4"":176,""5"":160,""6"":183,""7"":172,""8"":200,""9"":185,""10"":198}",567
104007501,104007,5,1,"{""1"":648,""2"":763,""3"":421,""4"":515,""5"":332,""6"":558,""7"":757,""8"":924,""9"":528,""10"":738}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":215,""2"":196,""3"":173,""4"":176,""5"":180,""6"":183,""7"":192,""8"":200,""9"":205,""10"":198}",618
104007502,104007,5,2,"{""1"":756,""2"":890,""3"":491,""4"":601,""5"":387,""6"":651,""7"":883,""8"":1078,""9"":616,""10"":861}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":215,""2"":216,""3"":173,""4"":196,""5"":180,""6"":203,""7"":192,""8"":220,""9"":205,""10"":218}",721
104007503,104007,5,3,"{""1"":864,""2"":1018,""3"":562,""4"":687,""5"":442,""6"":744,""7"":1009,""8"":1232,""9"":704,""10"":984}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":235,""2"":236,""3"":173,""4"":196,""5"":200,""6"":223,""7"":192,""8"":220,""9"":205,""10"":238}",825
104007504,104007,5,4,"{""1"":972,""2"":1145,""3"":632,""4"":773,""5"":497,""6"":837,""7"":1135,""8"":1386,""9"":792,""10"":1107}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":235,""2"":236,""3"":193,""4"":216,""5"":200,""6"":223,""7"":212,""8"":240,""9"":225,""10"":238}",928
104007505,104007,5,5,"{""1"":1080,""2"":1272,""3"":702,""4"":859,""5"":553,""6"":930,""7"":1261,""8"":1540,""9"":880,""10"":1230}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":235,""2"":236,""3"":193,""4"":236,""5"":220,""6"":243,""7"":212,""8"":260,""9"":245,""10"":238}",1031
104007506,104007,5,6,"{""1"":1188,""2"":1399,""3"":772,""4"":944,""5"":608,""6"":1023,""7"":1387,""8"":1694,""9"":968,""10"":1353}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":255,""2"":256,""3"":213,""4"":236,""5"":220,""6"":243,""7"":232,""8"":260,""9"":245,""10"":258}",1134
104007507,104007,5,7,"{""1"":1296,""2"":1526,""3"":842,""4"":1030,""5"":663,""6"":1116,""7"":1513,""8"":1848,""9"":1056,""10"":1476}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":275,""2"":256,""3"":233,""4"":236,""5"":240,""6"":243,""7"":252,""8"":260,""9"":265,""10"":258}",1237
104007508,104007,5,8,"{""1"":1404,""2"":1654,""3"":913,""4"":1116,""5"":718,""6"":1209,""7"":1639,""8"":2002,""9"":1144,""10"":1599}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":275,""2"":276,""3"":233,""4"":256,""5"":240,""6"":263,""7"":252,""8"":280,""9"":265,""10"":278}",1340
104007509,104007,5,9,"{""1"":1512,""2"":1781,""3"":983,""4"":1202,""5"":774,""6"":1302,""7"":1765,""8"":2156,""9"":1232,""10"":1722}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":295,""2"":296,""3"":233,""4"":256,""5"":260,""6"":283,""7"":252,""8"":280,""9"":265,""10"":298}",1443
104007510,104007,5,10,"{""1"":1620,""2"":1908,""3"":1053,""4"":1288,""5"":829,""6"":1395,""7"":1892,""8"":2310,""9"":1320,""10"":1845}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":295,""2"":296,""3"":253,""4"":276,""5"":260,""6"":283,""7"":272,""8"":300,""9"":285,""10"":298}",1546
104008401,104008,4,1,"{""1"":51,""2"":68,""3"":36,""4"":41,""5"":32,""6"":57,""7"":75,""8"":71,""9"":46,""10"":57}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":114,""3"":99,""4"":97,""5"":106,""6"":113,""7"":130,""8"":101,""9"":129,""10"":114}",53
104008402,104008,4,2,"{""1"":103,""2"":137,""3"":71,""4"":82,""5"":64,""6"":113,""7"":150,""8"":141,""9"":91,""10"":114}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":129,""3"":99,""4"":112,""5"":106,""6"":128,""7"":130,""8"":116,""9"":129,""10"":129}",107
104008403,104008,4,3,"{""1"":154,""2"":205,""3"":107,""4"":124,""5"":96,""6"":170,""7"":224,""8"":212,""9"":137,""10"":171}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":144,""2"":144,""3"":99,""4"":112,""5"":121,""6"":143,""7"":130,""8"":116,""9"":129,""10"":144}",160
104008404,104008,4,4,"{""1"":205,""2"":274,""3"":143,""4"":165,""5"":127,""6"":226,""7"":299,""8"":283,""9"":182,""10"":228}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":144,""2"":144,""3"":114,""4"":127,""5"":121,""6"":143,""7"":145,""8"":131,""9"":144,""10"":144}",213
104008405,104008,4,5,"{""1"":257,""2"":342,""3"":179,""4"":206,""5"":159,""6"":283,""7"":374,""8"":354,""9"":228,""10"":285}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":144,""2"":144,""3"":114,""4"":142,""5"":136,""6"":158,""7"":145,""8"":146,""9"":159,""10"":144}",267
104008406,104008,4,6,"{""1"":308,""2"":410,""3"":214,""4"":247,""5"":191,""6"":339,""7"":449,""8"":424,""9"":274,""10"":342}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":159,""2"":159,""3"":129,""4"":142,""5"":136,""6"":158,""7"":160,""8"":146,""9"":159,""10"":159}",320
104008407,104008,4,7,"{""1"":359,""2"":479,""3"":250,""4"":289,""5"":223,""6"":396,""7"":523,""8"":495,""9"":319,""10"":399}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":174,""2"":159,""3"":144,""4"":142,""5"":151,""6"":158,""7"":175,""8"":146,""9"":174,""10"":159}",373
104008408,104008,4,8,"{""1"":410,""2"":547,""3"":286,""4"":330,""5"":255,""6"":452,""7"":598,""8"":566,""9"":365,""10"":456}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":174,""2"":174,""3"":144,""4"":157,""5"":151,""6"":173,""7"":175,""8"":161,""9"":174,""10"":174}",427
104008409,104008,4,9,"{""1"":462,""2"":616,""3"":321,""4"":371,""5"":287,""6"":509,""7"":673,""8"":636,""9"":410,""10"":513}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":189,""2"":189,""3"":144,""4"":157,""5"":166,""6"":188,""7"":175,""8"":161,""9"":174,""10"":189}",480
104008410,104008,4,10,"{""1"":513,""2"":684,""3"":357,""4"":412,""5"":319,""6"":565,""7"":748,""8"":707,""9"":456,""10"":570}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":189,""2"":189,""3"":159,""4"":172,""5"":166,""6"":188,""7"":190,""8"":176,""9"":189,""10"":189}",533
104008500,104008,5,0,"{""1"":564,""2"":752,""3"":393,""4"":453,""5"":350,""6"":622,""7"":822,""8"":778,""9"":502,""10"":627}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":189,""2"":189,""3"":159,""4"":172,""5"":166,""6"":203,""7"":205,""8"":191,""9"":189,""10"":189}",586
104008501,104008,5,1,"{""1"":616,""2"":821,""3"":428,""4"":495,""5"":382,""6"":678,""7"":897,""8"":848,""9"":547,""10"":684}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":209,""2"":189,""3"":179,""4"":172,""5"":186,""6"":203,""7"":225,""8"":191,""9"":209,""10"":189}",640
104008502,104008,5,2,"{""1"":718,""2"":958,""3"":500,""4"":577,""5"":446,""6"":791,""7"":1047,""8"":990,""9"":638,""10"":798}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":209,""2"":209,""3"":179,""4"":192,""5"":186,""6"":223,""7"":225,""8"":211,""9"":209,""10"":209}",746
104008503,104008,5,3,"{""1"":821,""2"":1094,""3"":571,""4"":660,""5"":510,""6"":904,""7"":1196,""8"":1131,""9"":730,""10"":912}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":229,""2"":229,""3"":179,""4"":192,""5"":206,""6"":243,""7"":225,""8"":211,""9"":209,""10"":229}",853
104008504,104008,5,4,"{""1"":923,""2"":1231,""3"":643,""4"":742,""5"":573,""6"":1017,""7"":1346,""8"":1273,""9"":821,""10"":1026}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":229,""2"":229,""3"":199,""4"":212,""5"":206,""6"":243,""7"":245,""8"":231,""9"":229,""10"":229}",960
104008505,104008,5,5,"{""1"":1026,""2"":1368,""3"":714,""4"":825,""5"":637,""6"":1130,""7"":1495,""8"":1414,""9"":912,""10"":1140}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":229,""2"":229,""3"":199,""4"":232,""5"":226,""6"":263,""7"":245,""8"":251,""9"":249,""10"":229}",1066
104008506,104008,5,6,"{""1"":1129,""2"":1505,""3"":785,""4"":907,""5"":701,""6"":1243,""7"":1645,""8"":1555,""9"":1003,""10"":1254}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":249,""2"":249,""3"":219,""4"":232,""5"":226,""6"":263,""7"":265,""8"":251,""9"":249,""10"":249}",1173
104008507,104008,5,7,"{""1"":1231,""2"":1642,""3"":857,""4"":989,""5"":764,""6"":1356,""7"":1794,""8"":1697,""9"":1094,""10"":1368}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":269,""2"":249,""3"":239,""4"":232,""5"":246,""6"":263,""7"":285,""8"":251,""9"":269,""10"":249}",1279
